,LATITUDE,LONGITUDE,FIRE_YEAR,DISCOVERY_DOY,STAT_CAUSE_DESCR,FIRE_SIZE_CLASS,BBOX,Date
3069,32.0619789,-95.0146452,2014,250,Lightning,A,"[-95.04065, 32.04398, -94.98865, 32.07998]",2014-09-08
3070,37.1383,-113.0206,2014,187,Lightning,A,"[-113.0466, 37.1203, -112.9946, 37.1563]",2014-07-07
3071,37.87,-114.2422,2015,189,Lightning,A,"[-114.2682, 37.852, -114.2162, 37.888]",2015-07-09
3072,40.6099,-73.9225,2015,129,Lightning,A,"[-73.9485, 40.5919, -73.8965, 40.6279]",2015-05-10
3073,30.98222222,-82.07466667,2015,154,Lightning,C,"[-82.10067, 30.96422, -82.04867, 31.00022]",2015-06-04
3074,35.62,-106.6494,2014,165,Lightning,A,"[-106.6754, 35.602, -106.6234, 35.638]",2014-06-15
3075,36.1031,-113.4403,2014,196,Lightning,C,"[-113.4663, 36.0851, -113.4143, 36.1211]",2014-07-16
3076,40.01166667,-120.77972222,2015,189,Lightning,A,"[-120.80572, 39.99367, -120.75372, 40.02967]",2015-07-09
3077,42.35944444,-122.17166667,2014,217,Lightning,A,"[-122.19767, 42.34144, -122.14567, 42.37744]",2014-08-06
3078,46.61527778,-114.14722222,2014,196,Lightning,A,"[-114.17322, 46.59728, -114.12122, 46.63328]",2014-07-16
3079,42.97944444,-110.62222222,2014,267,Lightning,A,"[-110.64822, 42.96144, -110.59622, 42.99744]",2014-09-25
3080,33.3935,-91.93015,2015,245,Lightning,C,"[-91.95615, 33.3755, -91.90415, 33.4115]",2015-09-03
3081,38.81166667,-111.81972222,2014,204,Lightning,A,"[-111.84572, 38.79367, -111.79372, 38.82967]",2014-07-24
3082,40.8979,-75.0653,2015,216,Lightning,A,"[-75.0913, 40.8799, -75.0393, 40.9159]",2015-08-05
3083,34.30166667,-110.15638889,2015,211,Lightning,A,"[-110.18239, 34.28367, -110.13039, 34.31967]",2015-07-31
3084,45.3588,-107.8051,2014,122,Lightning,B,"[-107.8311, 45.3408, -107.7791, 45.3768]",2014-05-03
3085,41.20805556,-122.50611111,2015,201,Lightning,A,"[-122.53211, 41.19006, -122.48011, 41.22606]",2015-07-21
3086,46.69583333,-115.1,2015,222,Lightning,A,"[-115.126, 46.67783, -115.074, 46.71383]",2015-08-11
3087,47.66194444,-114.83888889,2015,228,Lightning,A,"[-114.86489, 47.64394, -114.81289, 47.67994]",2015-08-17
3088,44.99694444,-119.01833333,2014,215,Lightning,A,"[-119.04433, 44.97894, -118.99233, 45.01494]",2014-08-04
3089,47.16538,-107.01392,2015,197,Lightning,B,"[-107.03992, 47.14738, -106.98792, 47.18338]",2015-07-17
3090,42.6992,-73.7626,2015,104,Lightning,B,"[-73.7886, 42.6812, -73.7366, 42.7172]",2015-04-15
3091,38.50305556,-119.86861111,2014,201,Lightning,A,"[-119.89461, 38.48506, -119.84261, 38.52106]",2014-07-21
3092,44.6582,-73.4957,2015,106,Lightning,B,"[-73.5217, 44.6402, -73.4697, 44.6762]",2015-04-17
3093,36.8297,-107.64,2014,187,Lightning,B,"[-107.666, 36.8117, -107.614, 36.8477]",2014-07-07
3094,43.48055556,-122.70027778,2014,225,Lightning,A,"[-122.72628, 43.46256, -122.67428, 43.49856]",2014-08-14
3095,45.92361111,-115.77333333,2015,218,Lightning,A,"[-115.79933, 45.90561, -115.74733, 45.94161]",2015-08-07
3096,44.41888889,-122.07611111,2015,189,Lightning,A,"[-122.10211, 44.40089, -122.05011, 44.43689]",2015-07-09
3097,36.438292,-121.81964599999999,2015,200,Lightning,A,"[-121.84565, 36.42029, -121.79365, 36.45629]",2015-07-20
3098,36.376203000000004,-118.71099699999999,2015,289,Lightning,B,"[-118.737, 36.3582, -118.685, 36.3942]",2015-10-17
3099,40.58722222,-110.00083333,2014,204,Lightning,A,"[-110.02683, 40.56922, -109.97483, 40.60522]",2014-07-24
3100,37.3675,-108.4547,2015,230,Lightning,B,"[-108.4807, 37.3495, -108.4287, 37.3855]",2015-08-19
3101,40.6739,-74.0023,2015,129,Lightning,A,"[-74.0283, 40.6559, -73.9763, 40.6919]",2015-05-10
3102,43.3422,-103.4167,2015,246,Lightning,B,"[-103.4427, 43.3242, -103.3907, 43.3602]",2015-09-04
3103,43.82472222,-122.24,2015,191,Lightning,A,"[-122.266, 43.80672, -122.214, 43.84272]",2015-07-11
3104,27.015239,-97.384322,2014,133,Lightning,G,"[-97.41032, 26.99724, -97.35832, 27.03324]",2014-05-14
3105,45.5444,-108.0264,2015,234,Lightning,C,"[-108.0524, 45.5264, -108.0004, 45.5624]",2015-08-23
3106,48.4825,-115.07416667,2015,224,Lightning,A,"[-115.10017, 48.4645, -115.04817, 48.5005]",2015-08-13
3107,38.620965999999996,-109.402102,2014,196,Lightning,A,"[-109.4281, 38.60297, -109.3761, 38.63897]",2014-07-16
3108,45.74127779,-116.3544712,2015,204,Lightning,A,"[-116.38047, 45.72328, -116.32847, 45.75928]",2015-07-24
3109,47.87305556,-113.09388889,2015,240,Lightning,D,"[-113.11989, 47.85506, -113.06789, 47.89106]",2015-08-29
3110,36.37916667,-112.34388889,2014,144,Lightning,A,"[-112.36989, 36.36117, -112.31789, 36.39717]",2014-05-25
3111,33.40027778,-108.01027778,2015,194,Lightning,A,"[-108.03628, 33.38228, -107.98428, 33.41828]",2015-07-14
3112,44.36338,-119.06387,2015,179,Lightning,A,"[-119.08987, 44.34538, -119.03787, 44.38138]",2015-06-29
3113,45.13527778,-116.59222222,2014,214,Lightning,B,"[-116.61822, 45.11728, -116.56622, 45.15328]",2014-08-03
